employee_id,stock_option_level,trainings_last_year,age,commute_distance,education_level,education_field,gender,marital_status,department,job_involvement,job_level,job_title,overtime,business_travel_frequency,monthly_income,percent_salary_hike,performance_rating,prior_company_count,active_status
1207,3,2,31,16,4,Marketing,Male,Married,Sales,3,3,Sales Executive,No,Travel_Rarely,8161,13,3,2,Yes
1208,1,4,43,17,3,Technical Degree,Male,Married,Research & Development,2,1,Research Scientist,Yes,Travel_Frequently,2437,16,3,9,Yes
1209,0,3,21,7,1,Marketing,Male,Single,Sales,3,1,Sales Representative,No,Travel_Rarely,2679,13,3,1,Yes
1210,0,6,22,8,1,Medical,Female,Married,Research & Development,3,1,Laboratory Technician,Yes,Travel_Rarely,2398,17,3,1,Yes
1211,3,2,44,1,2,Medical,Male,Divorced,Research & Development,3,1,Research Scientist,Yes,Travel_Frequently,2342,12,3,1,Yes
1212,0,2,35,27,3,Life Sciences,Male,Single,Sales,3,2,Sales Executive,Yes,Travel_Rarely,5813,18,3,1,Yes
1213,1,3,34,9,4,Life Sciences,Male,Married,Research & Development,3,2,Laboratory Technician,No,Travel_Frequently,5346,17,3,4,Yes
1214,0,4,37,10,4,Medical,Male,Single,Research & Development,3,2,Manufacturing Director,No,Travel_Rarely,4213,15,3,1,Yes
1215,0,3,26,20,2,Medical,Female,Married,Human Resources,3,1,Human Resources,Yes,Travel_Rarely,2148,11,3,0,Yes
1216,1,2,46,21,2,Medical,Female,Married,Research & Development,3,2,Healthcare Representative,No,Travel_Rarely,8926,22,4,4,Yes
1217,0,4,31,18,5,Human Resources,Male,Married,Human Resources,4,1,Human Resources,No,Travel_Rarely,2956,17,3,0,Yes
1218,3,3,29,13,3,Human Resources,Male,Divorced,Human Resources,2,1,Human Resources,Yes,Travel_Rarely,2335,15,3,4,Yes
1219,0,3,32,2,4,Marketing,Male,Single,Sales,2,2,Sales Executive,Yes,Travel_Rarely,9907,12,3,7,Yes
1220,0,3,29,24,2,Life Sciences,Male,Single,Research & Development,2,1,Research Scientist,Yes,Travel_Frequently,2439,24,4,1,Yes
1221,3,2,46,10,3,Life Sciences,Female,Married,Sales,3,3,Sales Executive,No,Travel_Rarely,7314,21,4,5,Yes
1222,0,3,30,9,3,Medical,Male,Single,Sales,3,1,Sales Representative,No,Travel_Rarely,1081,13,3,1,Yes
1223,0,2,22,7,1,Life Sciences,Male,Single,Research & Development,3,1,Research Scientist,Yes,Travel_Rarely,2472,23,4,1,Yes
1224,1,2,34,16,4,Technical Degree,Male,Married,Research & Development,1,1,Research Scientist,Yes,Non-Travel,2307,23,4,1,Yes
1225,0,3,56,24,2,Life Sciences,Male,Single,Research & Development,3,1,Laboratory Technician,No,Travel_Rarely,2587,16,3,1,Yes
1226,0,3,29,24,3,Technical Degree,Male,Single,Sales,4,1,Sales Representative,No,Travel_Frequently,1091,17,3,1,Yes
1227,0,0,28,13,2,Marketing,Female,Single,Sales,3,2,Sales Executive,Yes,Travel_Rarely,9854,11,3,3,Yes
1228,0,2,32,5,2,Life Sciences,Female,Single,Research & Development,4,1,Research Scientist,Yes,Travel_Frequently,2432,14,3,3,Yes
1229,0,2,27,22,3,Human Resources,Female,Married,Human Resources,2,1,Human Resources,No,Travel_Frequently,2863,12,3,1,Yes
1230,1,2,28,17,3,Technical Degree,Male,Divorced,Research & Development,2,1,Laboratory Technician,No,Travel_Rarely,2367,12,3,5,Yes
1231,0,4,31,26,4,Marketing,Male,Married,Sales,3,2,Sales Executive,Yes,Travel_Frequently,5617,11,3,1,Yes
1232,0,2,53,24,4,Life Sciences,Male,Single,Sales,3,3,Sales Executive,Yes,Travel_Rarely,10448,13,3,6,Yes
1233,1,3,23,9,3,Marketing,Male,Married,Sales,3,1,Sales Representative,No,Travel_Frequently,1790,19,3,1,Yes
1234,3,3,29,1,4,Medical,Male,Married,Research & Development,3,1,Research Scientist,Yes,Travel_Rarely,4787,14,3,9,Yes
1235,1,4,56,7,2,Technical Degree,Male,Married,Research & Development,3,1,Laboratory Technician,No,Travel_Rarely,2339,11,3,8,Yes
1236,2,3,50,1,4,Life Sciences,Male,Divorced,Sales,3,2,Sales Executive,No,Travel_Frequently,6728,12,3,7,Yes
1237,1,3,50,28,3,Marketing,Male,Divorced,Sales,2,3,Sales Executive,Yes,Travel_Rarely,10854,13,3,4,Yes
1238,1,3,49,8,1,Life Sciences,Male,Married,Research & Development,2,2,Research Scientist,No,Travel_Frequently,5130,23,4,1,Yes
1239,0,3,33,3,4,Life Sciences,Female,Married,Research & Development,3,1,Research Scientist,Yes,Travel_Frequently,2909,11,3,1,Yes
1240,1,3,27,2,1,Medical,Male,Married,Research & Development,3,1,Laboratory Technician,No,Travel_Rarely,3468,12,3,9,Yes
1241,0,2,32,2,2,Life Sciences,Male,Single,Research & Development,3,1,Laboratory Technician,No,Travel_Frequently,3068,13,3,0,Yes
1242,3,3,59,3,3,Medical,Female,Married,Research & Development,4,1,Laboratory Technician,Yes,Travel_Rarely,2670,20,4,4,Yes
1243,1,2,30,24,1,Life Sciences,Male,Divorced,Research & Development,3,1,Laboratory Technician,No,Travel_Rarely,2693,22,4,1,Yes
1244,0,2,38,23,3,Life Sciences,Male,Single,Research & Development,2,3,Manufacturing Director,No,Travel_Frequently,9526,21,4,0,Yes
1245,2,3,36,27,3,Medical,Male,Married,Research & Development,3,2,Healthcare Representative,No,Travel_Rarely,5237,13,3,6,Yes
1246,1,5,35,16,3,Medical,Male,Married,Research & Development,4,1,Laboratory Technician,No,Travel_Rarely,2426,13,3,0,Yes
1247,0,3,29,15,2,Life Sciences,Female,Single,Research & Development,2,2,Laboratory Technician,Yes,Travel_Rarely,4193,12,3,0,Yes
1248,1,1,31,26,1,Life Sciences,Male,Divorced,Research & Development,3,1,Research Scientist,No,Travel_Rarely,2911,17,3,1,Yes
1249,1,2,34,19,2,Medical,Male,Divorced,Research & Development,3,1,Laboratory Technician,No,Travel_Rarely,2661,11,3,0,Yes
1250,1,1,29,21,4,Life Sciences,Female,Divorced,Research & Development,4,3,Manufacturing Director,No,Travel_Rarely,9980,11,3,1,Yes
1251,2,5,32,5,2,Life Sciences,Male,Divorced,Research & Development,4,1,Research Scientist,Yes,Travel_Rarely,3298,12,3,0,Yes
1252,2,2,22,16,2,Medical,Male,Divorced,Research & Development,4,1,Laboratory Technician,Yes,Non-Travel,2935,13,3,1,Yes
1253,0,3,53,2,4,Life Sciences,Female,Married,Sales,2,4,Manager,No,Travel_Rarely,15427,16,3,2,Yes
1254,0,3,38,2,3,Life Sciences,Male,Single,Research & Development,3,1,Research Scientist,Yes,Travel_Rarely,3944,11,3,5,Yes
1255,1,5,24,11,2,Other,Female,Divorced,Research & Development,4,2,Manufacturing Director,No,Non-Travel,4011,18,3,0,Yes
1256,0,4,34,7,4,Life Sciences,Female,Single,Research & Development,3,3,Research Director,No,Travel_Rarely,11994,11,3,0,Yes
1257,0,6,21,15,2,Life Sciences,Male,Single,Research & Development,3,1,Research Scientist,No,Travel_Rarely,1232,14,3,1,Yes
1258,1,3,53,5,3,Other,Female,Divorced,Research & Development,3,5,Manager,No,Travel_Rarely,19094,11,3,4,Yes
1259,1,2,42,8,4,Marketing,Male,Married,Sales,3,2,Sales Executive,No,Travel_Rarely,6825,11,3,0,Yes
1260,1,4,44,7,4,Medical,Female,Married,Research & Development,2,3,Healthcare Representative,No,Travel_Rarely,10248,14,3,3,Yes
1261,0,2,46,2,4,Marketing,Female,Single,Sales,3,5,Manager,No,Travel_Rarely,18947,12,3,3,Yes
1262,0,3,33,2,3,Medical,Male,Single,Research & Development,3,1,Laboratory Technician,No,Travel_Rarely,2496,11,3,4,Yes
1263,0,5,44,10,4,Other,Male,Married,Research & Development,3,2,Healthcare Representative,Yes,Travel_Rarely,6465,13,3,2,Yes
1264,0,5,30,9,2,Medical,Male,Single,Research & Development,2,1,Laboratory Technician,No,Travel_Rarely,2206,13,3,1,Yes
1265,2,3,43,2,2,Medical,Female,Divorced,Research & Development,4,1,Research Scientist,No,Travel_Rarely,2645,12,3,1,Yes
1266,0,3,35,2,3,Marketing,Female,Married,Sales,3,1,Sales Representative,No,Travel_Rarely,2014,13,3,1,Yes
1267,1,3,36,5,4,Life Sciences,Female,Married,Research & Development,2,1,Research Scientist,Yes,Travel_Rarely,3419,14,3,9,Yes
1268,2,3,33,1,3,Life Sciences,Female,Married,Sales,4,2,Sales Executive,No,Travel_Frequently,5376,19,3,2,Yes
1269,1,3,35,4,2,Other,Male,Divorced,Research & Development,3,1,Laboratory Technician,No,Travel_Rarely,1951,12,3,1,Yes
1270,1,6,27,2,4,Life Sciences,Female,Divorced,Research & Development,3,1,Laboratory Technician,No,Travel_Rarely,2341,13,3,1,Yes
1271,0,0,27,8,3,Life Sciences,Male,Single,Sales,3,3,Sales Executive,No,Travel_Frequently,8726,15,3,1,Yes
1272,0,2,30,1,2,Medical,Female,Single,Research & Development,3,2,Laboratory Technician,No,Travel_Frequently,4011,23,4,1,Yes
1273,0,2,34,23,4,Marketing,Male,Single,Sales,3,2,Sales Executive,No,Non-Travel,4568,20,4,0,Yes
1274,0,1,37,19,2,Life Sciences,Male,Married,Research & Development,3,1,Research Scientist,No,Travel_Rarely,3022,21,4,4,Yes
1275,0,4,46,5,4,Marketing,Male,Single,Sales,3,2,Sales Executive,Yes,Travel_Frequently,5772,21,4,4,Yes
1276,0,2,35,8,1,Life Sciences,Male,Married,Research & Development,4,1,Laboratory Technician,No,Travel_Rarely,2269,19,3,1,Yes
1277,1,2,44,1,5,Marketing,Female,Divorced,Sales,3,2,Sales Executive,Yes,Travel_Rarely,5454,21,4,5,Yes
1278,1,3,35,11,2,Medical,Male,Married,Research & Development,2,3,Healthcare Representative,Yes,Non-Travel,9884,13,3,2,Yes
1279,1,2,26,23,3,Marketing,Female,Married,Sales,2,2,Sales Executive,Yes,Travel_Rarely,4157,19,3,7,Yes
1280,0,1,33,1,2,Life Sciences,Female,Single,Research & Development,3,3,Research Director,Yes,Travel_Frequently,13458,12,3,1,Yes
1281,1,3,35,18,5,Life Sciences,Male,Married,Sales,3,3,Sales Executive,No,Travel_Frequently,9069,22,4,1,Yes
1282,1,3,35,23,4,Medical,Female,Married,Research & Development,3,1,Laboratory Technician,Yes,Travel_Rarely,4014,15,3,3,Yes
1283,1,3,31,7,4,Life Sciences,Male,Divorced,Research & Development,3,2,Laboratory Technician,No,Travel_Rarely,5915,22,4,3,Yes
1284,1,2,37,1,4,Life Sciences,Male,Divorced,Research & Development,2,2,Manufacturing Director,No,Travel_Rarely,5993,18,3,1,Yes
1285,1,3,32,1,3,Medical,Male,Married,Research & Development,3,2,Manufacturing Director,Yes,Travel_Rarely,6162,22,4,1,Yes
1286,0,2,38,29,5,Life Sciences,Female,Single,Research & Development,3,2,Laboratory Technician,No,Travel_Frequently,2406,11,3,1,Yes
1287,1,2,50,7,2,Medical,Female,Divorced,Research & Development,2,5,Research Director,Yes,Travel_Rarely,18740,12,3,5,Yes
1288,0,3,59,25,3,Life Sciences,Female,Single,Sales,3,3,Sales Executive,No,Travel_Rarely,7637,11,3,7,Yes
1289,3,2,36,8,3,Technical Degree,Female,Divorced,Research & Development,3,3,Healthcare Representative,No,Travel_Rarely,10096,13,3,1,Yes
1290,3,2,55,8,3,Medical,Female,Divorced,Research & Development,3,4,Manager,Yes,Travel_Rarely,14756,14,3,2,Yes
1291,0,3,36,11,3,Life Sciences,Male,Single,Research & Development,2,2,Manufacturing Director,No,Travel_Frequently,6499,13,3,1,Yes
1292,1,2,45,7,3,Life Sciences,Male,Divorced,Research & Development,3,3,Research Scientist,No,Travel_Rarely,9724,17,3,2,Yes
1293,1,2,35,1,3,Medical,Male,Married,Research & Development,3,1,Research Scientist,No,Travel_Frequently,2194,13,3,4,Yes
1294,0,2,59,1,1,Life Sciences,Female,Single,Sales,2,2,Sales Executive,No,Travel_Frequently,5473,11,3,7,Yes
1295,1,3,29,2,3,Life Sciences,Male,Married,Research & Development,3,1,Research Scientist,No,Travel_Rarely,2703,23,4,0,Yes
1296,0,4,31,1,4,Medical,Male,Single,Research & Development,3,1,Research Scientist,No,Travel_Rarely,2501,17,3,1,Yes
1297,2,3,32,1,3,Life Sciences,Male,Married,Research & Development,3,2,Research Scientist,No,Travel_Rarely,6220,17,3,1,Yes
1298,0,3,36,6,3,Life Sciences,Female,Married,Research & Development,4,1,Laboratory Technician,No,Travel_Rarely,3038,12,3,3,Yes
1299,0,2,31,8,4,Life Sciences,Female,Single,Research & Development,3,2,Manufacturing Director,No,Travel_Rarely,4424,23,4,1,Yes
1300,0,2,35,1,4,Marketing,Male,Single,Sales,2,2,Sales Executive,No,Travel_Rarely,4312,14,3,0,Yes
1301,0,3,45,6,4,Other,Male,Married,Research & Development,3,3,Research Director,Yes,Travel_Rarely,13245,14,3,4,Yes
1302,0,3,37,7,4,Medical,Male,Single,Research & Development,3,3,Research Director,No,Travel_Rarely,13664,13,3,4,Yes
1303,1,2,46,5,2,Medical,Male,Divorced,Human Resources,3,2,Human Resources,Yes,Travel_Rarely,5021,22,4,8,Yes
1304,2,1,30,1,1,Life Sciences,Male,Married,Research & Development,2,2,Laboratory Technician,Yes,Travel_Rarely,5126,12,3,1,Yes
1305,0,3,35,1,3,Medical,Male,Single,Research & Development,2,1,Research Scientist,No,Travel_Rarely,2859,18,3,1,Yes
1306,1,4,55,1,2,Life Sciences,Male,Married,Sales,3,3,Sales Executive,No,Travel_Rarely,10239,14,3,3,Yes
1307,3,3,38,6,3,Medical,Female,Divorced,Research & Development,1,2,Research Scientist,Yes,Non-Travel,5329,12,3,7,Yes
1308,0,2,34,1,2,Medical,Male,Married,Research & Development,3,2,Manufacturing Director,No,Travel_Rarely,4325,15,3,1,Yes
1309,0,3,56,7,3,Life Sciences,Male,Single,Research & Development,1,3,Manufacturing Director,No,Travel_Rarely,7260,11,3,4,Yes
1310,1,3,23,2,1,Technical Degree,Male,Divorced,Sales,3,1,Sales Representative,No,Travel_Rarely,2322,13,3,3,Yes
1311,2,4,51,9,4,Life Sciences,Male,Married,Research & Development,3,1,Laboratory Technician,No,Travel_Rarely,2075,23,4,3,Yes
1312,3,3,30,2,3,Life Sciences,Male,Married,Research & Development,2,2,Healthcare Representative,No,Travel_Rarely,4152,19,3,1,Yes
1313,1,3,40,1,4,Life Sciences,Male,Married,Research & Development,2,4,Healthcare Representative,No,Travel_Frequently,13503,22,4,1,Yes
1314,0,2,51,21,4,Marketing,Male,Single,Sales,3,2,Sales Executive,Yes,Travel_Rarely,5441,22,4,0,Yes
1315,3,4,30,4,2,Medical,Female,Divorced,Sales,2,2,Sales Executive,Yes,Travel_Rarely,5209,12,3,1,Yes
1316,1,5,46,1,3,Medical,Male,Married,Research & Development,2,3,Healthcare Representative,Yes,Travel_Frequently,10673,13,3,2,Yes
1317,0,0,32,6,4,Medical,Male,Single,Sales,3,2,Sales Executive,No,Travel_Rarely,5010,16,3,1,Yes
1318,1,5,54,2,4,Technical Degree,Female,Married,Research & Development,3,3,Research Director,No,Travel_Rarely,13549,12,3,9,Yes
1319,1,2,24,3,2,Other,Female,Married,Sales,3,2,Sales Executive,No,Travel_Rarely,4999,21,4,0,Yes
1320,0,3,28,4,3,Medical,Male,Married,Sales,3,2,Sales Executive,No,Non-Travel,4221,15,3,1,Yes
1321,0,1,58,10,4,Medical,Male,Single,Sales,3,4,Sales Executive,No,Travel_Rarely,13872,13,3,0,Yes
1322,1,3,44,23,3,Medical,Male,Married,Research & Development,3,2,Laboratory Technician,No,Non-Travel,2042,12,3,4,Yes
1323,0,2,32,1,1,Life Sciences,Male,Single,Research & Development,3,1,Research Scientist,No,Travel_Rarely,2956,13,3,1,Yes
1324,0,3,34,6,4,Other,Female,Single,Research & Development,3,2,Research Scientist,No,Travel_Rarely,4809,14,3,1,Yes
1325,1,2,37,2,2,Life Sciences,Male,Divorced,Research & Development,2,2,Healthcare Representative,No,Non-Travel,5163,14,3,5,Yes
1326,1,3,59,2,4,Human Resources,Female,Married,Human Resources,2,5,Manager,No,Non-Travel,18844,21,4,9,Yes
1327,0,1,50,1,3,Life Sciences,Female,Married,Research & Development,3,5,Research Director,Yes,Travel_Frequently,18172,19,3,3,Yes
1328,2,2,25,7,1,Medical,Male,Married,Research & Development,2,1,Research Scientist,No,Travel_Rarely,2889,11,3,1,Yes
1329,0,5,22,15,3,Medical,Female,Single,Research & Development,3,1,Laboratory Technician,No,Travel_Rarely,2871,15,3,1,Yes
1330,0,1,51,1,4,Medical,Female,Single,Research & Development,2,3,Healthcare Representative,No,Travel_Frequently,7484,20,4,3,Yes
1331,0,3,54,26,3,Human Resources,Female,Single,Human Resources,4,4,Manager,Yes,Non-Travel,17328,12,3,2,Yes
1332,1,2,24,18,1,Life Sciences,Male,Married,Research & Development,3,1,Laboratory Technician,No,Travel_Rarely,2774,12,3,0,Yes
1333,1,3,34,6,4,Life Sciences,Female,Divorced,Research & Development,2,2,Research Scientist,No,Travel_Rarely,4505,15,3,6,Yes
1334,0,3,37,3,3,Life Sciences,Male,Single,Sales,3,3,Sales Executive,No,Travel_Rarely,7428,12,3,2,Yes
1335,0,6,34,5,3,Medical,Female,Single,Research & Development,2,3,Manager,No,Travel_Rarely,11631,12,3,2,Yes
1336,1,6,36,11,2,Technical Degree,Female,Married,Sales,3,3,Sales Executive,No,Travel_Frequently,9738,14,3,0,Yes
1337,1,2,36,3,2,Life Sciences,Female,Divorced,Research & Development,3,1,Laboratory Technician,No,Travel_Rarely,2835,22,4,5,Yes
1338,2,3,43,26,2,Life Sciences,Male,Married,Sales,3,4,Manager,Yes,Travel_Frequently,16959,12,3,1,Yes
1339,3,2,30,23,3,Life Sciences,Male,Divorced,Research & Development,1,1,Research Scientist,No,Travel_Frequently,2613,25,4,1,Yes
1340,1,2,33,22,2,Marketing,Male,Married,Sales,3,2,Sales Executive,No,Non-Travel,6146,13,3,0,Yes
1341,0,5,51,6,3,Life Sciences,Male,Single,Research & Development,3,5,Research Director,No,Travel_Rarely,19537,13,3,7,Yes
1342,0,3,26,6,3,Other,Female,Married,Research & Development,2,1,Research Scientist,No,Travel_Rarely,2368,19,3,1,Yes
1343,1,2,22,2,1,Technical Degree,Male,Married,Research & Development,3,1,Laboratory Technician,No,Travel_Rarely,2523,14,3,0,Yes
1344,0,2,49,20,4,Medical,Female,Married,Research & Development,3,2,Manufacturing Director,No,Travel_Rarely,6567,14,3,1,Yes
1345,0,2,43,28,3,Medical,Female,Single,Research & Development,4,1,Research Scientist,No,Travel_Frequently,4739,12,3,4,Yes
1346,0,3,50,12,3,Marketing,Female,Single,Sales,3,3,Sales Executive,No,Travel_Frequently,9208,11,3,4,Yes
1347,1,2,41,9,1,Life Sciences,Male,Divorced,Sales,3,3,Sales Executive,Yes,Travel_Rarely,8189,13,3,3,Yes
1348,1,3,26,25,1,Life Sciences,Female,Married,Human Resources,3,1,Human Resources,No,Travel_Rarely,2942,23,4,1,Yes
1349,2,0,36,6,2,Medical,Male,Divorced,Research & Development,3,2,Manufacturing Director,No,Travel_Rarely,4941,20,4,6,Yes
1350,1,1,39,4,4,Life Sciences,Female,Married,Sales,2,2,Sales Executive,No,Travel_Rarely,5902,14,3,4,Yes
1351,0,3,25,28,3,Life Sciences,Male,Married,Sales,2,2,Sales Executive,No,Travel_Rarely,8639,18,3,2,Yes
1352,0,2,30,9,3,Human Resources,Male,Married,Human Resources,3,2,Human Resources,Yes,Travel_Rarely,6347,19,3,0,Yes
1353,0,2,45,29,3,Medical,Male,Single,Research & Development,3,1,Research Scientist,No,Travel_Rarely,3452,13,3,5,Yes
1354,0,2,38,3,5,Technical Degree,Female,Single,Research & Development,3,2,Research Scientist,Yes,Travel_Rarely,4317,20,4,3,Yes
1355,0,4,30,18,3,Life Sciences,Female,Single,Research & Development,3,1,Research Scientist,No,Travel_Rarely,2632,14,3,1,Yes
1356,3,2,32,9,2,Medical,Male,Divorced,Sales,1,2,Sales Executive,No,Travel_Frequently,4668,17,3,0,Yes
1357,1,3,30,5,3,Technical Degree,Female,Divorced,Research & Development,3,1,Research Scientist,No,Travel_Rarely,3204,14,3,5,Yes
1358,0,3,30,2,1,Medical,Male,Single,Research & Development,2,1,Laboratory Technician,No,Travel_Rarely,2720,13,3,0,Yes
1359,1,2,41,10,3,Life Sciences,Male,Divorced,Research & Development,2,4,Manager,No,Travel_Frequently,17181,13,3,4,Yes
1360,1,2,41,9,4,Life Sciences,Male,Married,Research & Development,3,1,Laboratory Technician,No,Travel_Rarely,2238,21,4,2,Yes
1361,0,3,19,3,1,Medical,Female,Single,Research & Development,3,1,Laboratory Technician,No,Travel_Rarely,1483,14,3,1,Yes
1362,1,2,40,26,3,Medical,Female,Divorced,Research & Development,3,2,Research Scientist,No,Travel_Frequently,5605,11,3,1,Yes
1363,2,3,35,1,5,Marketing,Male,Married,Sales,3,3,Sales Executive,No,Travel_Rarely,7295,13,3,1,Yes
1364,1,3,53,6,2,Marketing,Male,Married,Sales,3,2,Sales Representative,Yes,Travel_Rarely,2306,20,4,2,Yes
1365,1,2,45,9,3,Life Sciences,Male,Divorced,Research & Development,3,2,Laboratory Technician,No,Travel_Rarely,2348,18,3,8,Yes
1366,0,2,32,8,3,Marketing,Female,Single,Sales,3,3,Sales Executive,No,Travel_Frequently,8998,14,3,1,Yes
1367,1,1,29,1,1,Technical Degree,Male,Married,Research & Development,3,2,Manufacturing Director,No,Non-Travel,4319,13,3,1,Yes
1368,0,2,51,7,4,Medical,Male,Married,Research & Development,2,2,Manufacturing Director,No,Travel_Rarely,6132,17,3,2,Yes
1369,1,3,58,9,3,Medical,Female,Married,Research & Development,2,1,Research Scientist,Yes,Travel_Rarely,3346,20,4,4,Yes
1370,1,2,40,4,4,Marketing,Male,Married,Sales,2,3,Sales Executive,No,Travel_Rarely,10855,11,3,7,Yes
1371,1,3,34,2,4,Marketing,Female,Married,Sales,3,1,Sales Representative,No,Travel_Frequently,2231,18,3,6,Yes
1372,2,6,22,19,1,Medical,Male,Married,Research & Development,3,1,Research Scientist,No,Travel_Rarely,2323,24,4,1,Yes
1373,1,1,27,9,3,Medical,Male,Divorced,Research & Development,3,1,Research Scientist,No,Non-Travel,2024,18,3,6,Yes
1374,1,2,28,21,3,Medical,Male,Married,Research & Development,3,1,Research Scientist,No,Travel_Rarely,2713,11,3,1,Yes
1375,1,2,57,24,2,Life Sciences,Male,Divorced,Research & Development,4,3,Healthcare Representative,Yes,Travel_Rarely,9439,16,3,3,Yes
1376,1,2,27,3,3,Medical,Male,Divorced,Research & Development,2,1,Research Scientist,Yes,Non-Travel,2566,15,3,1,Yes
1377,0,5,50,11,3,Life Sciences,Female,Single,Research & Development,3,5,Manager,No,Travel_Rarely,19926,15,3,3,Yes
1378,1,2,41,14,3,Life Sciences,Male,Divorced,Research & Development,3,1,Research Scientist,No,Travel_Rarely,2451,12,3,4,Yes
1379,1,2,30,5,3,Life Sciences,Female,Married,Sales,3,3,Sales Executive,No,Travel_Rarely,9419,12,3,2,Yes
1380,0,2,38,1,4,Life Sciences,Female,Single,Sales,2,2,Sales Executive,No,Travel_Rarely,8686,22,4,4,Yes
1381,0,2,32,6,5,Life Sciences,Male,Single,Research & Development,3,1,Research Scientist,No,Travel_Rarely,3038,20,4,3,Yes
1382,1,3,27,17,3,Technical Degree,Male,Married,Research & Development,3,1,Research Scientist,Yes,Travel_Rarely,3058,16,3,0,Yes
1383,0,3,36,3,2,Medical,Male,Single,Research & Development,3,1,Laboratory Technician,No,Travel_Frequently,2088,12,3,4,Yes
1384,2,4,30,9,3,Medical,Male,Divorced,Research & Development,3,2,Laboratory Technician,No,Non-Travel,3072,11,3,1,Yes
1385,1,3,45,4,2,Life Sciences,Female,Divorced,Sales,3,2,Sales Executive,Yes,Travel_Rarely,5006,11,3,4,Yes
1386,1,3,56,8,3,Life Sciences,Female,Divorced,Research & Development,3,1,Research Scientist,Yes,Travel_Rarely,4257,18,3,4,Yes
1387,0,2,33,2,3,Life Sciences,Male,Single,Research & Development,3,1,Research Scientist,No,Travel_Rarely,2500,14,3,0,Yes
1388,3,2,46,1,2,Marketing,Female,Divorced,Sales,3,3,Sales Executive,No,Travel_Rarely,10453,25,4,1,Yes
1389,0,3,38,9,2,Life Sciences,Female,Single,Research & Development,3,1,Laboratory Technician,No,Travel_Rarely,2288,12,3,1,Yes
1390,1,0,31,12,1,Medical,Female,Married,Research & Development,3,1,Research Scientist,Yes,Travel_Rarely,3929,23,4,8,Yes
1391,0,3,34,27,2,Medical,Female,Single,Research & Development,3,1,Research Scientist,No,Travel_Rarely,2311,15,3,2,Yes
1392,1,2,50,1,3,Medical,Male,Married,Research & Development,2,1,Laboratory Technician,No,Travel_Rarely,3690,15,3,2,Yes
1393,2,3,53,13,2,Medical,Female,Divorced,Research & Development,4,2,Manufacturing Director,No,Travel_Rarely,4450,11,3,1,Yes
1394,1,5,33,14,3,Medical,Female,Married,Research & Development,3,1,Research Scientist,No,Travel_Rarely,2756,13,3,1,Yes
1395,1,2,40,4,1,Medical,Female,Married,Research & Development,3,5,Manager,No,Travel_Rarely,19033,14,3,1,Yes
1396,0,3,55,14,4,Medical,Male,Single,Research & Development,4,5,Research Director,No,Travel_Rarely,18722,11,3,8,Yes
1397,0,2,34,2,1,Life Sciences,Male,Married,Research & Development,2,2,Manufacturing Director,No,Travel_Frequently,9547,17,3,1,Yes
1398,0,6,51,3,3,Medical,Female,Single,Research & Development,3,4,Healthcare Representative,No,Travel_Rarely,13734,18,3,3,Yes
1399,1,5,52,1,4,Life Sciences,Male,Married,Research & Development,2,5,Manager,No,Travel_Rarely,19999,14,3,0,Yes
1400,0,2,27,9,3,Medical,Female,Single,Research & Development,3,1,Research Scientist,No,Travel_Rarely,2279,16,3,1,Yes
1401,3,3,43,7,3,Medical,Male,Divorced,Research & Development,4,1,Research Scientist,No,Non-Travel,2089,14,3,4,Yes
1402,1,1,45,2,2,Medical,Male,Married,Research & Development,2,4,Manager,No,Non-Travel,16792,23,4,9,Yes
1403,1,3,37,21,3,Life Sciences,Male,Married,Research & Development,4,1,Research Scientist,Yes,Travel_Rarely,3564,12,3,1,Yes
1404,0,5,35,2,3,Medical,Female,Single,Research & Development,3,2,Laboratory Technician,No,Travel_Frequently,4425,11,3,5,Yes
1405,1,5,42,21,2,Medical,Female,Divorced,Research & Development,3,2,Manufacturing Director,No,Non-Travel,5265,16,3,2,Yes
1406,0,3,38,2,4,Life Sciences,Male,Married,Research & Development,3,2,Manufacturing Director,No,Travel_Rarely,6553,14,3,9,Yes
1407,1,3,38,29,3,Technical Degree,Male,Married,Research & Development,3,2,Manufacturing Director,No,Travel_Rarely,6261,18,3,3,Yes
1408,1,1,27,1,1,Technical Degree,Male,Married,Research & Development,2,2,Manufacturing Director,No,Travel_Frequently,4298,19,3,5,Yes
1409,2,0,49,18,4,Life Sciences,Male,Divorced,Research & Development,3,2,Manufacturing Director,Yes,Non-Travel,6804,15,3,1,Yes
1410,1,4,34,10,4,Medical,Male,Divorced,Research & Development,3,1,Research Scientist,Yes,Travel_Frequently,3815,17,3,1,Yes
1411,1,2,40,19,2,Medical,Male,Married,Research & Development,3,2,Laboratory Technician,Yes,Travel_Rarely,2741,15,3,8,Yes
1412,1,2,22,5,3,Life Sciences,Male,Divorced,Research & Development,4,1,Research Scientist,Yes,Travel_Rarely,2328,16,3,1,Yes
1413,0,2,36,18,1,Medical,Female,Single,Research & Development,3,1,Laboratory Technician,No,Travel_Frequently,2153,13,3,1,Yes
1414,1,5,40,9,5,Life Sciences,Male,Married,Research & Development,2,2,Healthcare Representative,No,Non-Travel,4876,14,3,9,Yes
1415,1,3,46,1,4,Medical,Male,Divorced,Research & Development,3,3,Healthcare Representative,No,Travel_Rarely,9396,16,3,7,Yes
