employee_id,active,stock_opt_lvl,trainings,age,commute_dist,ed_lvl,ed_field,gender,marital_sts,dept,engagement,job_lvl,job_title,overtime,business_travel,hourly_rate,daily_comp,monthly_comp,annual_comp,ytd_leads,ytd_sales,standard_hrs,salary_hike_pct,perf_rating,prior_emplr_cnt,env_sat,job_sat,rel_sat,wl_balance,work_exp,org_tenure,job_tenure,last_promo,mgr_tenure,interview_rating
1308,Yes,1,2,38,25,2,Life Sciences,Female,Married,Research & Development,2,3,Research Director,No,Travel_Rarely,81,648,14040,168480,,,80,17,3,3,1,2,3,2,19,10,8,0,1,4.3
1309,Yes,1,2,58,1,4,Life Sciences,Male,Divorced,Research & Development,1,2,Healthcare Representative,Yes,Non-Travel,32,256,5547,66560,,,80,13,3,2,4,3,4,2,12,5,3,1,2,4.9
1310,Yes,1,4,31,5,4,Technical Degree,Male,Married,Research & Development,3,1,Research Scientist,Yes,Travel_Rarely,86,688,14907,178880,,,80,12,3,0,3,4,3,2,6,5,2,0,3,4.7
1311,Yes,0,1,31,2,3,Human Resources,Male,Married,Human Resources,2,2,Human Resources,No,Travel_Rarely,62,496,10747,128960,,,80,12,3,3,1,1,4,2,9,2,2,1,0,4.5
1312,Yes,1,2,45,7,3,Life Sciences,Male,Divorced,Research & Development,3,3,Laboratory Technician,No,Travel_Frequently,97,776,16813,201760,,,80,18,3,1,1,1,1,2,24,24,9,9,11,4.4
1313,Yes,1,2,31,2,4,Life Sciences,Male,Divorced,Research & Development,3,1,Research Scientist,Yes,Travel_Rarely,32,256,5547,66560,,,80,18,3,0,3,4,2,1,3,2,2,2,2,4
1314,Yes,2,2,33,5,4,Life Sciences,Female,Married,Research & Development,3,3,Manager,No,Travel_Frequently,74,592,12827,153920,,,80,11,3,6,4,2,2,2,12,10,6,8,8,4.9
1315,Yes,0,3,39,10,1,Medical,Male,Married,Research & Development,3,4,Manager,Yes,Travel_Rarely,99,792,17160,205920,,,80,14,3,1,3,1,4,2,21,21,9,11,10,4.2
1316,Yes,0,5,43,10,4,Life Sciences,Female,Single,Research & Development,3,1,Laboratory Technician,No,Travel_Frequently,33,264,5720,68640,,,80,19,3,0,3,4,1,2,9,8,7,1,7,4.7
1317,Yes,0,2,49,1,2,Technical Degree,Female,Single,Research & Development,2,4,Healthcare Representative,Yes,Travel_Rarely,90,720,15600,187200,,,80,12,3,7,3,3,4,2,25,7,1,0,7,4.3
1318,No,0,3,52,8,4,Medical,Male,Married,Research & Development,2,2,Research Scientist,No,Travel_Rarely,85,680,14733,176800,,,80,15,3,2,3,2,1,2,11,8,2,7,7,2.8
1319,Yes,0,2,27,5,3,Life Sciences,Female,Single,Research & Development,3,1,Research Scientist,Yes,Travel_Rarely,85,680,14733,176800,,,80,12,3,1,3,2,2,2,4,4,3,1,2,3.9
1320,Yes,0,2,32,8,2,Technical Degree,Female,Married,Sales,2,2,Sales Executive,Yes,Travel_Rarely,65,520,11267,135200,38,74003,80,11,3,1,3,2,4,2,13,13,12,11,9,3.8
1321,Yes,0,3,27,2,3,Life Sciences,Male,Single,Sales,3,2,Sales Executive,Yes,Travel_Rarely,74,592,12827,153920,62,69989,80,11,3,1,4,3,1,2,5,5,4,0,4,4.6
1322,Yes,3,3,31,7,3,Marketing,Male,Divorced,Sales,3,2,Sales Executive,No,Travel_Rarely,73,584,12653,151840,62,101500,80,12,3,4,4,4,4,2,13,7,7,1,7,4.5
1323,Yes,0,0,32,2,4,Medical,Female,Single,Research & Development,4,2,Research Scientist,No,Travel_Rarely,74,592,12827,153920,,,80,16,3,7,1,4,3,2,10,7,7,0,7,5
1324,No,0,4,28,2,4,Medical,Male,Married,Research & Development,1,1,Research Scientist,Yes,Travel_Rarely,84,672,14560,174720,,,80,13,3,5,1,4,4,2,5,3,2,2,2,2.2
1325,Yes,2,2,30,28,2,Medical,Female,Married,Research & Development,3,2,Research Scientist,No,Travel_Rarely,64,512,11093,133120,,,80,13,3,1,4,4,4,2,11,10,8,1,9,4.1
1326,Yes,1,2,31,7,2,Life Sciences,Female,Married,Research & Development,2,3,Manufacturing Director,No,Travel_Frequently,48,384,8320,99840,,,80,24,4,1,3,3,1,2,10,10,9,8,9,3.8
1327,Yes,1,2,39,7,2,Medical,Male,Married,Research & Development,2,5,Manager,No,Travel_Frequently,54,432,9360,112320,,,80,15,3,1,3,4,1,2,21,21,9,13,3,3.8
1328,No,0,3,39,3,2,Medical,Female,Married,Sales,3,2,Sales Executive,Yes,Travel_Rarely,41,328,7107,85280,64,71001,80,18,3,4,4,3,1,2,12,1,0,0,0,2.9
1329,Yes,0,6,33,10,3,Marketing,Male,Single,Sales,2,2,Sales Executive,No,Travel_Frequently,46,368,7973,95680,38,89501,80,14,3,3,2,4,3,2,9,7,7,0,1,3.8
1330,Yes,1,2,47,5,5,Life Sciences,Male,Married,Research & Development,3,5,Research Director,No,Travel_Rarely,42,336,7280,87360,,,80,11,3,4,4,3,2,2,21,3,2,1,1,3.8
1331,Yes,1,3,43,10,4,Life Sciences,Female,Divorced,Research & Development,2,2,Laboratory Technician,No,Travel_Frequently,82,656,14213,170560,,,80,11,3,1,3,3,2,1,9,9,7,0,0,3.6
1332,Yes,1,0,27,1,1,Marketing,Male,Married,Sales,3,2,Sales Executive,Yes,Non-Travel,73,584,12653,151840,63,68001,80,13,3,0,3,2,4,2,6,5,4,1,4,4.1
1333,Yes,0,4,54,20,4,Life Sciences,Female,Single,Research & Development,3,2,Research Scientist,No,Travel_Frequently,31,248,5373,64480,,,80,12,3,3,4,3,4,2,20,4,3,0,3,4.3
1334,Yes,1,1,43,7,3,Life Sciences,Female,Married,Research & Development,3,3,Healthcare Representative,No,Travel_Rarely,43,344,7453,89440,,,80,16,3,8,3,1,1,2,10,1,0,0,0,4.9
1335,Yes,2,3,45,8,4,Other,Male,Married,Research & Development,3,2,Research Scientist,No,Travel_Rarely,75,600,13000,156000,,,80,14,3,9,4,4,1,2,12,10,9,9,8,4.4
1336,Yes,3,2,40,1,2,Medical,Male,Married,Sales,1,2,Sales Executive,Yes,Travel_Rarely,57,456,9880,118560,20,57991,80,22,4,2,2,4,3,2,6,4,3,0,2,4.2
1337,No,0,4,29,8,4,Other,Male,Married,Research & Development,1,1,Laboratory Technician,Yes,Travel_Rarely,77,616,13347,160160,,,80,11,3,1,2,1,4,2,7,7,7,0,7,2.4
1338,Yes,0,2,29,9,5,Other,Male,Single,Research & Development,2,1,Laboratory Technician,No,Travel_Rarely,30,240,5200,62400,,,80,17,3,0,2,4,3,2,4,3,2,2,2,3.5
1339,Yes,3,2,30,5,3,Marketing,Female,Divorced,Sales,2,2,Sales Executive,No,Travel_Rarely,30,240,5200,62400,52,99998,80,13,3,1,4,3,3,2,10,10,9,1,2,3.8
1340,Yes,1,3,27,8,4,Marketing,Female,Married,Sales,3,2,Sales Executive,No,Travel_Rarely,56,448,9707,116480,69,93999,80,18,3,1,2,2,1,2,8,8,7,0,7,4
1341,Yes,2,2,37,5,2,Medical,Male,Divorced,Research & Development,3,2,Manufacturing Director,No,Travel_Rarely,61,488,10573,126880,,,80,16,3,7,4,4,3,2,8,6,2,0,4,4.4
1342,Yes,1,3,38,15,2,Life Sciences,Male,Divorced,Research & Development,2,3,Research Director,Yes,Travel_Rarely,92,736,15947,191360,,,80,14,3,0,3,4,2,2,12,11,10,2,9,4.6
1343,Yes,0,2,31,7,4,Medical,Female,Single,Research & Development,3,3,Manufacturing Director,Yes,Travel_Rarely,39,312,6760,81120,,,80,14,3,1,3,4,3,2,11,11,9,4,10,5
1344,Yes,2,2,29,10,1,Marketing,Female,Divorced,Sales,2,2,Sales Executive,Yes,Travel_Rarely,39,312,6760,81120,47,78507,80,14,3,1,4,2,1,2,7,7,7,1,7,4.9
1345,Yes,0,5,35,5,4,Technical Degree,Male,Single,Research & Development,3,3,Manufacturing Director,No,Travel_Rarely,62,496,10747,128960,,,80,13,3,0,3,2,4,2,17,16,6,0,13,3.4
1346,Yes,2,2,23,26,1,Life Sciences,Male,Divorced,Research & Development,3,1,Research Scientist,No,Travel_Rarely,83,664,14387,172640,,,80,12,3,1,3,4,3,2,4,4,2,0,2,4.3
1347,Yes,0,3,41,6,3,Medical,Male,Single,Research & Development,2,2,Manufacturing Director,Yes,Travel_Rarely,95,760,16467,197600,,,80,15,3,6,4,2,4,2,8,5,4,1,2,5
1348,Yes,0,3,47,4,1,Medical,Male,Single,Sales,3,2,Sales Representative,No,Travel_Frequently,99,792,17160,205920,59,47509,80,19,3,3,2,3,1,2,5,0,0,0,0,4.3
1349,Yes,0,2,42,23,5,Life Sciences,Female,Single,Research & Development,3,4,Research Director,No,Travel_Rarely,44,352,7627,91520,,,80,14,3,2,1,4,2,2,16,1,0,0,0,3.7
1350,Yes,1,3,29,2,3,Life Sciences,Male,Married,Sales,3,2,Sales Executive,No,Non-Travel,61,488,10573,126880,62,61995,80,14,3,1,4,3,1,2,4,4,3,0,2,4.9
1351,Yes,1,5,42,2,1,Technical Degree,Male,Divorced,Human Resources,3,1,Human Resources,Yes,Travel_Rarely,52,416,9013,108160,,,80,11,3,0,3,3,3,2,4,3,2,1,0,4.3
1352,Yes,1,4,32,2,3,Medical,Female,Married,Research & Development,3,1,Laboratory Technician,No,Travel_Rarely,75,600,13000,156000,,,80,13,3,1,3,2,3,2,8,8,0,0,7,4.9
1353,Yes,1,3,48,29,1,Medical,Female,Married,Sales,3,3,Manager,No,Travel_Rarely,91,728,15773,189280,,,80,21,4,3,1,3,2,1,15,0,0,0,0,4.7
1354,Yes,2,2,37,6,3,Medical,Male,Divorced,Research & Development,4,2,Research Scientist,Yes,Travel_Rarely,51,408,8840,106080,,,80,13,3,4,3,1,1,2,13,7,7,6,7,5
1355,Yes,1,2,30,25,2,Technical Degree,Female,Married,Sales,3,2,Sales Executive,Yes,Non-Travel,85,680,14733,176800,64,44494,80,12,3,7,4,3,2,1,4,2,2,2,2,4.5
1356,Yes,1,3,26,1,3,Life Sciences,Male,Married,Sales,3,2,Sales Executive,No,Travel_Rarely,57,456,9880,118560,59,58985,80,17,3,1,3,3,2,2,8,8,7,7,7,3.8
1357,Yes,0,6,42,2,4,Other,Male,Single,Research & Development,2,2,Healthcare Representative,No,Travel_Rarely,98,784,16987,203840,,,80,23,4,3,1,4,2,2,14,1,0,0,0,4.1
1358,No,0,3,21,1,1,Technical Degree,Female,Single,Sales,2,1,Sales Representative,Yes,Travel_Frequently,99,792,17160,205920,37,36504,80,11,3,1,1,2,3,2,3,3,2,1,2,3.2
1359,Yes,0,6,36,1,5,Medical,Female,Single,Sales,3,2,Sales Executive,No,Non-Travel,45,360,7800,93600,68,56000,80,15,3,4,4,4,2,2,7,1,0,0,0,4.2
1360,Yes,1,2,36,3,4,Medical,Male,Married,Sales,2,3,Sales Executive,No,Travel_Frequently,48,384,8320,99840,54,133002,80,11,3,4,1,4,1,2,16,13,9,1,12,3.7
1361,Yes,0,2,57,1,4,Medical,Male,Married,Research & Development,3,2,Healthcare Representative,No,Travel_Rarely,88,704,15253,183040,,,80,11,3,2,4,3,3,2,15,3,2,1,2,3.9
1362,Yes,1,3,40,10,4,Life Sciences,Female,Married,Research & Development,4,1,Laboratory Technician,Yes,Travel_Rarely,46,368,7973,95680,,,80,13,3,3,4,3,3,2,10,7,7,1,7,4.2
1363,Yes,0,3,21,9,2,Medical,Male,Single,Sales,3,1,Sales Representative,No,Non-Travel,39,312,6760,81120,63,36501,80,24,4,1,1,4,3,2,3,3,2,2,2,3.7
1364,No,0,2,33,5,3,Marketing,Female,Single,Sales,3,1,Sales Representative,Yes,Travel_Rarely,34,272,5893,70720,66,30495,80,13,3,1,4,3,2,2,1,1,0,0,0,2.1
1365,Yes,1,3,37,10,3,Medical,Female,Married,Research & Development,3,1,Laboratory Technician,No,Travel_Rarely,98,784,16987,203840,,,80,20,4,6,3,1,2,2,17,5,4,0,3,4.7
1366,Yes,0,2,46,7,4,Medical,Female,Married,Research & Development,3,2,Manufacturing Director,No,Non-Travel,30,240,5200,62400,,,80,14,3,2,3,3,3,1,7,1,0,0,0,4.3
1367,No,0,5,41,4,3,Marketing,Male,Single,Sales,3,2,Sales Executive,No,Travel_Frequently,56,448,9707,116480,54,59008,80,18,3,1,1,2,3,2,8,8,7,7,7,3
1368,Yes,0,2,50,10,3,Technical Degree,Male,Single,Research & Development,2,3,Healthcare Representative,No,Travel_Rarely,100,800,17333,208000,,,80,15,3,6,4,4,4,2,20,4,3,1,3,4.7
1369,No,2,6,40,22,2,Marketing,Male,Married,Sales,2,2,Sales Executive,Yes,Travel_Rarely,68,544,11787,141440,43,71496,80,12,3,2,3,3,1,2,8,6,4,1,0,2.8
1370,Yes,0,5,31,9,4,Life Sciences,Male,Single,Research & Development,2,1,Research Scientist,Yes,Travel_Rarely,42,336,7280,87360,,,80,16,3,0,3,2,4,2,3,2,2,2,2,4.5
1371,No,0,0,21,12,3,Life Sciences,Female,Single,Sales,4,1,Sales Representative,No,Travel_Rarely,90,720,15600,187200,91,35499,80,15,3,1,3,2,4,2,1,1,0,0,0,2.5
1372,Yes,0,4,29,23,3,Life Sciences,Male,Single,Research & Development,3,1,Research Scientist,No,Travel_Rarely,54,432,9360,112320,,,80,16,3,9,4,4,4,2,6,3,2,1,2,4.9
1373,Yes,0,5,35,9,4,Life Sciences,Male,Single,Research & Development,2,2,Healthcare Representative,No,Travel_Rarely,97,776,16813,201760,,,80,19,3,9,3,2,3,2,10,1,1,0,0,4.1
1374,Yes,1,2,27,1,2,Medical,Male,Divorced,Research & Development,3,1,Laboratory Technician,No,Travel_Rarely,82,656,14213,170560,,,80,11,3,1,4,2,2,2,5,5,2,0,4,4.6
1375,Yes,0,1,28,9,4,Life Sciences,Male,Single,Sales,3,2,Sales Executive,No,Travel_Rarely,92,736,15947,191360,59,83503,80,16,3,1,2,4,4,2,7,7,5,0,7,3.6
1376,Yes,0,2,49,7,3,Other,Male,Single,Research & Development,2,3,Healthcare Representative,No,Travel_Rarely,31,248,5373,64480,,,80,24,4,8,2,3,3,2,26,5,2,0,0,4.7
1377,Yes,1,2,51,14,2,Life Sciences,Female,Married,Sales,3,2,Sales Executive,No,Travel_Rarely,87,696,15080,180960,57,121504,80,11,3,4,3,4,3,2,18,7,7,0,7,4.4
1378,Yes,1,3,36,2,3,Life Sciences,Female,Married,Research & Development,3,1,Research Scientist,No,Travel_Rarely,96,768,16640,199680,,,80,13,3,4,4,3,2,2,6,2,2,2,2,4.5
1379,No,0,3,34,19,3,Marketing,Male,Single,Sales,4,2,Sales Executive,Yes,Non-Travel,67,536,11613,139360,77,82005,80,13,3,8,1,4,2,2,9,5,2,0,4,3.1
1380,Yes,0,2,55,2,3,Life Sciences,Female,Single,Research & Development,3,4,Manager,Yes,Travel_Rarely,97,776,16813,201760,,,80,13,3,2,3,4,3,2,30,5,4,1,2,5
1381,Yes,1,2,24,10,4,Marketing,Female,Divorced,Sales,3,2,Sales Executive,Yes,Travel_Rarely,77,616,13347,160160,60,65008,80,12,3,1,4,3,4,1,5,5,2,0,3,4.1
1382,Yes,1,3,30,2,1,Technical Degree,Male,Married,Sales,3,1,Sales Representative,No,Travel_Rarely,72,576,12480,149760,67,30499,80,18,3,1,3,2,1,2,1,1,0,0,0,4.1
1383,No,0,2,26,3,1,Technical Degree,Male,Single,Research & Development,3,1,Research Scientist,No,Travel_Frequently,73,584,12653,151840,,,80,22,4,0,3,1,3,2,7,6,4,0,4,2.7
1384,Yes,1,1,22,11,3,Medical,Female,Married,Research & Development,3,1,Research Scientist,No,Travel_Rarely,43,344,7453,89440,,,80,13,3,1,1,2,4,2,2,2,1,1,2,3.9
1385,Yes,2,2,36,2,2,Medical,Male,Married,Sales,2,3,Sales Executive,No,Travel_Rarely,61,488,10573,126880,42,67510,80,13,3,1,2,3,2,2,10,10,9,9,0,5
1386,No,0,4,30,4,3,Technical Degree,Male,Single,Research & Development,3,1,Research Scientist,Yes,Travel_Frequently,40,320,6933,83200,,,80,23,4,9,3,4,3,2,3,1,0,0,0,2.6
1387,Yes,1,2,37,14,3,Life Sciences,Female,Divorced,Research & Development,3,1,Laboratory Technician,No,Travel_Rarely,95,760,16467,197600,,,80,12,3,1,4,1,3,2,18,18,7,12,17,3.6
1388,Yes,2,5,40,2,2,Marketing,Female,Divorced,Sales,3,2,Sales Executive,No,Travel_Rarely,46,368,7973,95680,64,73998,80,12,3,7,4,2,3,2,8,5,4,1,3,3.6
1389,Yes,1,5,42,1,4,Life Sciences,Female,Divorced,Research & Development,3,1,Laboratory Technician,No,Travel_Rarely,95,760,16467,197600,,,80,16,3,3,2,1,2,2,8,5,2,1,2,3.9
1390,Yes,0,2,37,10,4,Life Sciences,Male,Single,Research & Development,3,2,Manufacturing Director,Yes,Travel_Rarely,49,392,8493,101920,,,80,12,3,2,3,2,4,2,18,1,0,0,1,3.5
1391,Yes,1,3,43,12,3,Life Sciences,Male,Divorced,Research & Development,2,4,Research Director,No,Travel_Rarely,59,472,10227,122720,,,80,11,3,1,1,2,3,2,25,25,10,3,9,3.5
1392,Yes,1,3,40,2,3,Medical,Female,Married,Research & Development,2,2,Laboratory Technician,No,Travel_Rarely,78,624,13520,162240,,,80,22,4,6,2,3,2,2,20,1,0,0,0,3.5
1393,Yes,1,4,54,5,2,Medical,Male,Married,Research & Development,3,5,Research Director,No,Travel_Rarely,86,688,14907,178880,,,80,11,3,4,1,1,3,2,24,4,2,1,2,4.6
1394,Yes,1,3,34,4,4,Marketing,Female,Married,Sales,3,2,Sales Executive,No,Non-Travel,72,576,12480,149760,64,58004,80,15,3,9,3,3,1,2,6,3,2,1,2,4.5
1395,Yes,1,5,31,7,2,Medical,Female,Married,Research & Development,3,2,Manufacturing Director,No,Travel_Rarely,31,248,5373,64480,,,80,12,3,1,2,1,2,1,13,13,10,3,12,4.4
1396,Yes,1,1,43,21,3,Medical,Male,Married,Research & Development,3,1,Laboratory Technician,No,Travel_Frequently,61,488,10573,126880,,,80,20,4,7,4,4,1,2,8,3,2,1,2,3.7
1397,Yes,0,3,43,8,4,Other,Female,Divorced,Research & Development,3,2,Healthcare Representative,Yes,Travel_Rarely,74,592,12827,153920,,,80,14,3,4,3,3,4,2,8,5,2,0,2,4.1
1398,Yes,0,3,25,4,2,Life Sciences,Female,Single,Sales,2,2,Sales Executive,Yes,Travel_Rarely,99,792,17160,205920,36,60001,80,11,3,1,2,4,2,2,5,5,4,1,3,3.5
1399,Yes,2,2,37,25,5,Medical,Female,Married,Research & Development,3,2,Research Scientist,Yes,Non-Travel,72,576,12480,149760,,,80,15,3,3,2,3,1,2,15,13,11,10,7,4.2
1400,Yes,1,3,31,1,2,Life Sciences,Male,Married,Research & Development,2,1,Laboratory Technician,No,Travel_Rarely,98,784,16987,203840,,,80,12,3,1,4,1,3,2,4,4,2,3,2,3.5
1401,Yes,1,3,39,1,1,Life Sciences,Male,Divorced,Research & Development,3,5,Manager,Yes,Travel_Frequently,52,416,9013,108160,,,80,14,3,1,2,3,3,2,21,21,8,1,6,4.4
1402,Yes,3,0,56,6,3,Life Sciences,Female,Married,Sales,4,4,Sales Executive,No,Travel_Frequently,86,688,14907,178880,77,160489,80,11,3,9,3,1,4,2,36,7,7,7,7,3.5
1403,Yes,0,6,30,12,3,Technical Degree,Female,Single,Sales,3,2,Sales Executive,No,Travel_Rarely,83,664,14387,172640,58,53001,80,11,3,0,2,3,2,2,6,5,4,4,4,4
1404,Yes,1,2,41,1,3,Marketing,Male,Married,Sales,4,3,Sales Executive,No,Travel_Rarely,49,392,8493,101920,95,117496,80,16,3,1,2,1,3,2,10,10,7,0,7,3.5
1405,Yes,1,2,28,17,2,Medical,Male,Divorced,Research & Development,3,2,Laboratory Technician,No,Travel_Rarely,79,632,13693,164320,,,80,12,3,1,3,1,4,2,10,10,0,1,8,4.3
1406,No,1,5,25,3,3,Medical,Male,Married,Research & Development,3,1,Laboratory Technician,No,Travel_Rarely,91,728,15773,189280,,,80,13,3,5,1,1,3,2,6,2,2,0,2,2.9
1407,Yes,0,4,52,3,3,Medical,Male,Married,Research & Development,2,3,Manufacturing Director,Yes,Travel_Rarely,39,312,6760,81120,,,80,14,3,2,4,3,3,2,28,5,4,0,4,4.7
1408,Yes,2,3,45,10,2,Life Sciences,Male,Married,Research & Development,3,1,Research Scientist,No,Travel_Rarely,69,552,11960,143520,,,80,21,4,3,1,4,4,2,8,2,2,0,2,3.4
1409,Yes,0,2,52,4,2,Life Sciences,Female,Married,Research & Development,3,4,Manager,No,Travel_Rarely,30,240,5200,62400,,,80,13,3,2,4,4,4,1,31,5,2,1,4,3.6
1410,Yes,1,3,42,29,2,Life Sciences,Female,Divorced,Research & Development,3,2,Research Scientist,No,Travel_Frequently,92,736,15947,191360,,,80,11,3,2,1,3,2,2,19,5,4,0,2,3.5
1411,Yes,0,2,30,2,3,Life Sciences,Female,Single,Research & Development,1,2,Manufacturing Director,No,Travel_Rarely,43,344,7453,89440,,,80,20,4,2,3,4,3,2,11,5,4,0,2,4.4
1412,Yes,0,5,60,7,3,Life Sciences,Female,Married,Research & Development,3,5,Manager,No,Travel_Rarely,41,328,7107,85280,,,80,11,3,5,1,1,4,1,33,29,8,11,10,4.7
1413,Yes,1,5,46,18,3,Medical,Female,Divorced,Research & Development,3,2,Manufacturing Director,No,Travel_Rarely,87,696,15080,180960,,,80,14,3,2,3,3,3,2,19,10,7,0,8,3.9
1414,Yes,3,4,42,28,4,Technical Degree,Female,Married,Research & Development,2,2,Healthcare Representative,No,Travel_Frequently,88,704,15253,183040,,,80,11,3,0,4,4,4,1,7,6,5,0,4,4.8
1415,No,0,4,24,1,1,Technical Degree,Female,Single,Sales,3,1,Sales Representative,Yes,Travel_Rarely,62,496,10747,128960,65,58004,80,16,3,1,1,2,2,2,6,5,3,1,4,2.6
1416,No,1,3,34,6,2,Marketing,Female,Divorced,Sales,1,1,Sales Representative,No,Travel_Frequently,33,264,5720,68640,22,29001,80,16,3,0,4,3,4,2,3,2,2,1,0,2.6
1417,Yes,1,3,38,2,2,Life Sciences,Male,Married,Research & Development,3,1,Laboratory Technician,Yes,Travel_Frequently,42,336,7280,87360,,,80,23,4,1,4,4,3,2,1,1,0,0,0,4
1418,Yes,0,2,40,2,4,Life Sciences,Female,Married,Sales,3,5,Manager,No,Travel_Rarely,79,632,13693,164320,,,80,14,3,0,3,3,4,2,21,20,15,1,12,4.7
1419,Yes,2,3,26,23,3,Life Sciences,Female,Divorced,Research & Development,3,1,Research Scientist,No,Travel_Rarely,90,720,15600,187200,,,80,22,4,1,1,4,2,1,3,3,2,0,2,4.4
1420,Yes,1,3,30,3,3,Life Sciences,Male,Married,Research & Development,3,1,Laboratory Technician,No,Non-Travel,53,424,9187,110240,,,80,15,3,4,3,4,3,1,9,5,3,1,4,4.7
1421,Yes,0,2,29,3,4,Medical,Male,Married,Research & Development,2,3,Research Director,No,Travel_Rarely,93,744,16120,193440,,,80,18,3,1,2,3,3,2,10,10,2,0,7,4.7
1422,No,0,2,29,25,5,Technical Degree,Female,Married,Research & Development,2,1,Research Scientist,No,Travel_Rarely,71,568,12307,147680,,,80,16,3,5,3,2,2,1,6,2,2,1,1,2.9
1423,No,0,3,19,2,2,Technical Degree,Male,Single,Human Resources,2,1,Human Resources,No,Travel_Rarely,52,416,9013,108160,,,80,12,3,1,1,4,3,1,1,1,0,0,0,3
1424,Yes,0,3,30,22,4,Other,Female,Married,Sales,3,3,Sales Executive,No,Non-Travel,69,552,11960,143520,64,77507,80,11,3,0,3,1,3,2,10,9,8,7,8,4.4
1425,Yes,1,3,57,29,3,Marketing,Male,Divorced,Sales,2,4,Manager,No,Travel_Rarely,56,448,9707,116480,,,80,12,3,3,1,4,3,2,32,1,0,0,0,4.5
1426,Yes,1,2,50,29,4,Life Sciences,Male,Married,Research & Development,2,4,Manager,No,Travel_Rarely,88,704,15253,183040,,,80,15,3,0,2,3,2,2,28,27,10,15,7,4.7
1427,Yes,0,2,30,2,3,Medical,Female,Single,Research & Development,3,1,Laboratory Technician,No,Non-Travel,49,392,8493,101920,,,80,14,3,0,3,4,3,2,12,11,7,6,7,3.6
1428,Yes,0,5,60,28,3,Marketing,Female,Married,Sales,2,3,Sales Executive,No,Travel_Frequently,80,640,13867,166400,41,113492,80,19,3,4,3,1,4,1,22,18,13,13,11,4.5
1429,Yes,3,2,47,2,2,Medical,Female,Divorced,Research & Development,3,2,Manufacturing Director,No,Travel_Rarely,65,520,11267,135200,,,80,13,3,5,1,4,3,2,20,5,0,0,4,3.6
1430,Yes,0,2,46,2,3,Life Sciences,Male,Married,Research & Development,3,4,Research Director,No,Travel_Rarely,51,408,8840,106080,,,80,13,3,6,1,3,3,1,26,3,2,0,1,3.5
1431,Yes,0,2,35,22,3,Life Sciences,Male,Single,Research & Development,1,1,Laboratory Technician,No,Travel_Rarely,46,368,7973,95680,,,80,15,3,0,4,3,3,2,6,5,4,4,3,4.1
1432,Yes,0,3,54,8,4,Life Sciences,Female,Single,Research & Development,3,2,Laboratory Technician,No,Travel_Rarely,42,336,7280,87360,,,80,11,3,7,3,3,3,2,19,1,0,0,0,4.7
1433,Yes,1,3,34,2,4,Life Sciences,Male,Divorced,Research & Development,2,1,Research Scientist,No,Travel_Rarely,62,496,10747,128960,,,80,12,3,3,4,3,3,2,14,7,3,5,7,4.5
1434,Yes,1,3,46,10,3,Marketing,Female,Married,Sales,2,3,Sales Executive,Yes,Travel_Rarely,94,752,16293,195520,32,87498,80,19,3,2,3,4,3,2,15,3,2,1,2,4.5
1435,Yes,1,6,31,9,1,Life Sciences,Male,Divorced,Research & Development,3,3,Manufacturing Director,No,Travel_Rarely,33,264,5720,68640,,,80,25,4,1,3,2,4,1,13,13,8,0,8,4.5
1436,No,0,2,33,15,1,Medical,Male,Married,Research & Development,3,3,Manager,Yes,Travel_Rarely,56,448,9707,116480,,,80,12,3,7,2,3,4,1,15,7,6,7,7,3
1437,No,3,2,33,10,1,Medical,Male,Divorced,Research & Development,1,1,Laboratory Technician,No,Travel_Rarely,38,304,6587,79040,,,80,13,3,7,1,4,1,2,8,4,3,1,3,2.2
1438,Yes,0,3,30,7,1,Marketing,Male,Single,Sales,3,1,Sales Representative,No,Travel_Rarely,57,456,9880,118560,54,44502,80,14,3,0,4,2,1,2,4,3,2,1,2,3.5
1439,Yes,0,2,35,16,3,Life Sciences,Male,Married,Research & Development,3,3,Healthcare Representative,Yes,Travel_Rarely,72,576,12480,149760,,,80,12,3,4,4,3,3,2,10,8,7,0,0,4.3
1440,No,0,2,31,20,3,Life Sciences,Male,Married,Research & Development,3,3,Healthcare Representative,No,Travel_Frequently,66,528,11440,137280,,,80,12,3,3,1,3,1,2,12,1,0,0,0,3.2
1441,No,3,2,34,23,3,Human Resources,Female,Divorced,Human Resources,3,3,Human Resources,Yes,Travel_Frequently,43,344,7453,89440,,,80,15,3,9,2,1,3,2,11,3,2,0,2,2
1442,Yes,1,4,42,5,2,Other,Male,Married,Research & Development,3,1,Laboratory Technician,No,Travel_Frequently,97,776,16813,201760,,,80,17,3,4,2,3,4,2,8,2,2,2,0,3.5
1443,Yes,0,3,36,10,4,Medical,Male,Single,Sales,3,3,Sales Executive,No,Non-Travel,32,256,5547,66560,61,57503,80,14,3,1,2,4,4,2,10,10,3,9,7,4.3
1444,No,0,3,22,4,1,Technical Degree,Male,Single,Research & Development,2,1,Laboratory Technician,No,Travel_Frequently,99,792,17160,205920,,,80,16,3,5,3,3,3,2,4,2,2,1,2,3
1445,Yes,1,2,48,2,5,Marketing,Female,Married,Sales,3,2,Sales Executive,No,Travel_Rarely,37,296,6413,76960,62,84502,80,14,3,2,2,4,1,2,14,9,7,6,7,3.5
